instance,seed,umm_m_ini,budgetMM,r_1,r_2,budget,eval_ranks,fitness
qap/kra30a.dat,2,10,10,0.2,0.8,400,0,117560.0
qap/kra30a.dat,3,10,10,0.2,0.8,400,0,113740.0
qap/kra30a.dat,4,10,10,0.2,0.8,400,0,119060.0
qap/kra30a.dat,5,10,10,0.2,0.8,400,0,115260.0
qap/kra30a.dat,6,10,10,0.2,0.8,400,0,116880.0
qap/kra30a.dat,7,10,10,0.2,0.8,400,0,108250.0
qap/kra30a.dat,8,10,10,0.2,0.8,400,0,112810.0
qap/kra30a.dat,9,10,10,0.2,0.8,400,0,104760.0
qap/kra30a.dat,10,10,10,0.2,0.9,400,0,112860.0
qap/kra30a.dat,1,10,10,0.2,0.9,400,0,115600.0
qap/kra30a.dat,2,10,10,0.2,0.9,400,0,119930.0
qap/kra30a.dat,3,10,10,0.2,0.9,400,0,117330.0
qap/kra30a.dat,4,10,10,0.2,0.9,400,0,121770.0
qap/kra30a.dat,5,10,10,0.2,0.9,400,0,112390.0
qap/kra30a.dat,6,10,10,0.2,0.9,400,0,110380.0
qap/kra30a.dat,7,10,10,0.2,0.9,400,0,119200.0
qap/kra30a.dat,8,10,10,0.2,0.9,400,0,116650.0
qap/kra30a.dat,9,10,10,0.2,0.9,400,0,110780.0
qap/kra30b.dat,10,10,10,0.1,0.6,400,0,118080.0
qap/kra30b.dat,1,10,10,0.1,0.6,400,0,118000.0
qap/kra30b.dat,2,10,10,0.1,0.6,400,0,121270.0
qap/kra30b.dat,3,10,10,0.1,0.6,400,0,118510.0
qap/kra30b.dat,4,10,10,0.1,0.6,400,0,116520.0
qap/kra30b.dat,5,10,10,0.1,0.6,400,0,116390.0
qap/kra30b.dat,6,10,10,0.1,0.6,400,0,115350.0
qap/kra30b.dat,7,10,10,0.1,0.6,400,0,120010.0
qap/kra30b.dat,8,10,10,0.1,0.6,400,0,119670.0
qap/kra30b.dat,9,10,10,0.1,0.6,400,0,121320.0
qap/kra30b.dat,10,10,10,0.1,0.7,400,0,115230.0
qap/kra30b.dat,1,10,10,0.1,0.7,400,0,117780.0
qap/kra30b.dat,2,10,10,0.1,0.7,400,0,115570.0
qap/kra30b.dat,3,10,10,0.1,0.7,400,0,121430.0
qap/kra30b.dat,4,10,10,0.1,0.7,400,0,118760.0
qap/kra30b.dat,5,10,10,0.1,0.7,400,0,116520.0
qap/kra30b.dat,6,10,10,0.1,0.7,400,0,109750.0
qap/kra30b.dat,7,10,10,0.1,0.7,400,0,114230.0
qap/kra30b.dat,8,10,10,0.1,0.7,400,0,118530.0
qap/kra30b.dat,9,10,10,0.1,0.7,400,0,119930.0
qap/kra30b.dat,10,10,10,0.1,0.8,400,0,114200.0
qap/kra30b.dat,1,10,10,0.1,0.8,400,0,120860.0
qap/kra30b.dat,2,10,10,0.1,0.8,400,0,113840.0
qap/kra30b.dat,3,10,10,0.1,0.8,400,0,117020.0
qap/kra30b.dat,4,10,10,0.1,0.8,400,0,118090.0
qap/kra30b.dat,5,10,10,0.1,0.8,400,0,113810.0
qap/kra30b.dat,6,10,10,0.1,0.8,400,0,122020.0
qap/kra30b.dat,7,10,10,0.1,0.8,400,0,108990.0
qap/kra30b.dat,8,10,10,0.1,0.8,400,0,111050.0
qap/kra30b.dat,9,10,10,0.1,0.8,400,0,113660.0
qap/kra30b.dat,10,10,10,0.1,0.9,400,0,122950.0
qap/kra30b.dat,1,10,10,0.1,0.9,400,0,123910.0
qap/kra30b.dat,2,10,10,0.1,0.9,400,0,115030.0
qap/kra30b.dat,3,10,10,0.1,0.9,400,0,120420.0
qap/kra30b.dat,4,10,10,0.1,0.9,400,0,114520.0
qap/kra30b.dat,5,10,10,0.1,0.9,400,0,110750.0
qap/kra30b.dat,6,10,10,0.1,0.9,400,0,109750.0
qap/kra30b.dat,7,10,10,0.1,0.9,400,0,111920.0
qap/kra30b.dat,8,10,10,0.1,0.9,400,0,110910.0
qap/kra30b.dat,9,10,10,0.1,0.9,400,0,111920.0
qap/kra30b.dat,10,10,10,0.1,0.99,400,0,116120.0
qap/kra30b.dat,1,10,10,0.1,0.99,400,0,112430.0
qap/kra30b.dat,2,10,10,0.1,0.99,400,0,113640.0
qap/kra30b.dat,3,10,10,0.1,0.99,400,0,112250.0
qap/kra30b.dat,4,10,10,0.1,0.99,400,0,116890.0
qap/kra30b.dat,5,10,10,0.1,0.99,400,0,120630.0
qap/kra30b.dat,6,10,10,0.1,0.99,400,0,118020.0
qap/kra30b.dat,7,10,10,0.1,0.99,400,0,114830.0
qap/kra30b.dat,8,10,10,0.1,0.99,400,0,NaN
qap/kra30b.dat,9,10,10,0.1,0.99,400,0,115160.0
qap/kra30b.dat,10,10,10,0.2,0.6,400,0,119200.0
qap/kra30b.dat,1,10,10,0.2,0.6,400,0,122690.0
qap/kra30b.dat,2,10,10,0.2,0.6,400,0,121730.0
qap/kra30b.dat,3,10,10,0.2,0.6,400,0,117920.0
qap/kra30b.dat,4,10,10,0.2,0.6,400,0,119680.0
qap/kra30b.dat,5,10,10,0.2,0.6,400,0,124230.0
qap/kra30b.dat,6,10,10,0.2,0.6,400,0,117370.0
qap/kra30b.dat,7,10,10,0.2,0.6,400,0,121510.0
qap/kra30b.dat,8,10,10,0.2,0.6,400,0,112020.0
qap/kra30b.dat,9,10,10,0.2,0.6,400,0,121640.0
qap/kra30b.dat,10,10,10,0.2,0.7,400,0,117810.0
qap/kra30b.dat,1,10,10,0.2,0.7,400,0,123150.0
qap/kra30b.dat,2,10,10,0.2,0.7,400,0,114310.0
qap/kra30b.dat,3,10,10,0.2,0.7,400,0,118730.0
qap/kra30b.dat,4,10,10,0.2,0.7,400,0,119040.0
qap/kra30b.dat,5,10,10,0.2,0.7,400,0,120480.0
qap/kra30b.dat,6,10,10,0.2,0.7,400,0,114470.0
qap/kra30b.dat,7,10,10,0.2,0.7,400,0,120800.0
qap/kra30b.dat,8,10,10,0.2,0.7,400,0,118020.0
qap/kra30b.dat,9,10,10,0.2,0.7,400,0,122190.0
qap/kra30b.dat,10,10,10,0.2,0.8,400,0,112300.0
qap/kra30b.dat,1,10,10,0.2,0.8,400,0,115440.0
qap/kra30b.dat,2,10,10,0.2,0.8,400,0,118650.0
qap/kra30b.dat,3,10,10,0.2,0.8,400,0,120220.0
qap/kra30b.dat,4,10,10,0.2,0.8,400,0,121770.0
qap/kra30b.dat,5,10,10,0.2,0.8,400,0,118950.0
qap/kra30b.dat,6,10,10,0.2,0.8,400,0,114410.0
qap/kra30b.dat,7,10,10,0.2,0.8,400,0,117790.0
qap/kra30b.dat,8,10,10,0.2,0.8,400,0,115710.0
qap/kra30b.dat,9,10,10,0.2,0.8,400,0,118450.0
qap/kra30b.dat,10,10,10,0.2,0.9,400,0,119350.0
qap/kra30b.dat,1,10,10,0.2,0.9,400,0,114040.0
qap/kra30b.dat,2,10,10,0.2,0.9,400,0,119400.0
qap/kra30b.dat,3,10,10,0.2,0.9,400,0,119590.0
qap/kra30b.dat,4,10,10,0.2,0.9,400,0,117630.0
qap/kra30b.dat,5,10,10,0.2,0.9,400,0,119230.0
qap/kra30b.dat,6,10,10,0.2,0.9,400,0,123370.0
qap/kra30b.dat,7,10,10,0.2,0.9,400,0,118050.0
qap/kra30b.dat,8,10,10,0.2,0.9,400,0,113900.0
qap/kra30b.dat,9,10,10,0.2,0.9,400,0,113700.0
qap/kra30b.dat,10,10,10,0.2,0.99,400,0,113800.0
qap/kra30b.dat,1,10,10,0.2,0.99,400,0,120340.0
qap/kra30b.dat,2,10,10,0.2,0.99,400,0,111800.0
qap/kra30b.dat,3,10,10,0.2,0.99,400,0,109640.0
qap/kra30b.dat,4,10,10,0.2,0.99,400,0,120140.0
qap/kra30b.dat,5,10,10,0.2,0.99,400,0,115770.0
qap/kra30b.dat,6,10,10,0.2,0.99,400,0,121620.0
qap/kra30b.dat,7,10,10,0.2,0.99,400,0,112220.0
qap/kra30b.dat,8,10,10,0.2,0.99,400,0,116360.0
qap/kra30b.dat,9,10,10,0.2,0.99,400,0,115470.0
qap/kra30b.dat,10,10,10,0.3,0.6,400,0,121070.0
qap/kra30b.dat,1,10,10,0.3,0.6,400,0,114800.0
qap/kra30b.dat,2,10,10,0.3,0.6,400,0,124060.0
qap/kra30b.dat,3,10,10,0.3,0.6,400,0,121820.0
qap/kra30b.dat,4,10,10,0.3,0.6,400,0,122180.0
qap/kra30b.dat,5,10,10,0.3,0.6,400,0,122420.0
qap/kra30b.dat,6,10,10,0.3,0.6,400,0,125620.0
qap/kra30b.dat,7,10,10,0.3,0.6,400,0,123460.0
qap/kra30b.dat,8,10,10,0.3,0.6,400,0,118950.0
qap/kra30b.dat,9,10,10,0.3,0.6,400,0,118880.0
qap/kra30b.dat,10,10,10,0.3,0.7,400,0,114190.0
qap/kra30b.dat,1,10,10,0.3,0.7,400,0,123860.0
qap/kra30b.dat,2,10,10,0.3,0.7,400,0,119820.0
qap/kra30b.dat,3,10,10,0.3,0.7,400,0,120300.0
qap/kra30b.dat,4,10,10,0.3,0.7,400,0,123120.0
qap/kra30b.dat,5,10,10,0.3,0.7,400,0,122430.0
qap/kra30b.dat,6,10,10,0.3,0.7,400,0,122240.0
qap/kra30b.dat,7,10,10,0.3,0.7,400,0,119350.0
qap/kra30b.dat,8,10,10,0.3,0.7,400,0,116480.0
qap/kra30b.dat,9,10,10,0.3,0.7,400,0,120580.0
qap/kra30b.dat,10,10,10,0.3,0.8,400,0,118920.0
qap/kra30b.dat,1,10,10,0.3,0.8,400,0,115820.0
qap/kra30b.dat,2,10,10,0.3,0.8,400,0,116440.0
qap/kra30b.dat,3,10,10,0.3,0.8,400,0,112780.0
qap/kra30b.dat,4,10,10,0.3,0.8,400,0,122330.0
qap/kra30b.dat,5,10,10,0.3,0.8,400,0,121610.0
qap/kra30b.dat,6,10,10,0.3,0.8,400,0,118700.0
qap/kra30b.dat,7,10,10,0.3,0.8,400,0,119340.0
qap/kra30b.dat,8,10,10,0.3,0.8,400,0,119560.0
qap/kra30b.dat,9,10,10,0.3,0.8,400,0,115050.0
qap/kra30b.dat,10,10,10,0.3,0.9,400,0,123720.0
qap/kra30b.dat,1,10,10,0.3,0.9,400,0,113000.0
qap/kra30b.dat,2,10,10,0.3,0.9,400,0,114970.0
qap/kra30b.dat,3,10,10,0.3,0.9,400,0,118230.0
qap/kra30b.dat,4,10,10,0.3,0.9,400,0,122090.0
qap/kra30b.dat,5,10,10,0.3,0.9,400,0,119620.0
qap/kra30b.dat,6,10,10,0.3,0.9,400,0,122970.0
qap/kra30b.dat,7,10,10,0.3,0.9,400,0,111330.0
qap/kra30b.dat,8,10,10,0.3,0.9,400,0,116030.0
qap/kra30b.dat,9,10,10,0.3,0.9,400,0,118430.0
qap/kra30b.dat,10,10,10,0.3,0.99,400,0,116530.0
qap/kra30b.dat,1,10,10,0.3,0.99,400,0,112200.0
qap/kra30b.dat,2,10,10,0.3,0.99,400,0,113170.0
qap/kra30b.dat,3,10,10,0.3,0.99,400,0,119850.0
qap/kra30b.dat,4,10,10,0.3,0.99,400,0,121200.0
qap/kra30b.dat,5,10,10,0.3,0.99,400,0,117230.0
qap/kra30b.dat,6,10,10,0.3,0.99,400,0,113680.0
qap/kra30b.dat,7,10,10,0.3,0.99,400,0,114380.0
qap/kra30b.dat,8,10,10,0.3,0.99,400,0,119850.0
qap/kra30b.dat,9,10,10,0.3,0.99,400,0,111870.0
qap/kra30b.dat,10,10,10,0.4,0.6,400,0,118410.0
qap/kra30b.dat,1,10,10,0.4,0.6,400,0,122480.0
qap/kra30b.dat,2,10,10,0.4,0.6,400,0,123490.0
qap/kra30b.dat,3,10,10,0.4,0.6,400,0,118420.0
qap/kra30b.dat,4,10,10,0.4,0.6,400,0,123500.0
qap/kra30b.dat,5,10,10,0.4,0.6,400,0,118080.0
