,filename,ratio,weight,seed,min
3122,kra32.dat,0.1,0.7,6,116610.0
3123,kra32.dat,0.2,0.99,4,116650.0
3124,kra32.dat,0.1,0.6,6,116660.0
3125,kra32.dat,0.1,0.99,2,116670.0
3126,kra32.dat,0.1,0.7,4,116750.0
3127,kra32.dat,0.3,0.9,8,116810.0
3128,kra32.dat,0.2,0.6,1,116930.0
3129,kra32.dat,0.5,0.9,4,116940.0
3130,kra32.dat,0.1,0.8,1,116960.0
3131,kra32.dat,0.2,0.8,5,116970.0
3132,kra32.dat,0.3,0.7,2,117030.0
3133,kra32.dat,0.5,0.9,2,117050.0
3134,kra32.dat,0.5,0.8,5,117220.0
3135,kra32.dat,0.1,0.7,7,117250.0
3136,kra32.dat,0.3,0.9,0,117310.0
3137,kra32.dat,0.2,0.7,4,117320.0
3138,kra32.dat,0.5,0.99,1,117370.0
3139,kra32.dat,0.3,0.99,9,117420.0
3140,kra32.dat,0.4,0.99,9,117420.0
3141,kra32.dat,0.4,0.8,7,117430.0
3142,kra32.dat,0.2,0.7,5,117440.0
3143,kra32.dat,0.2,0.9,6,117510.0
3144,kra32.dat,0.2,0.9,5,117550.0
3145,kra32.dat,0.4,0.7,3,117590.0
3146,kra32.dat,0.4,0.7,4,117630.0
3147,kra32.dat,0.5,0.8,9,117680.0
3148,kra32.dat,0.4,0.99,5,117770.0
3149,kra32.dat,0.5,0.99,5,117870.0
3150,kra32.dat,0.1,0.6,0,117870.0
3151,kra32.dat,0.4,0.9,5,117960.0
3152,kra32.dat,0.5,0.8,3,118300.0
3153,kra32.dat,0.4,0.99,0,118310.0
3154,kra32.dat,0.3,0.8,3,118350.0
3155,kra32.dat,0.4,0.99,1,118350.0
3156,kra32.dat,0.2,0.7,2,118360.0
3157,kra32.dat,0.1,0.6,2,118450.0
3158,kra32.dat,0.5,0.8,0,118470.0
3159,kra32.dat,0.1,0.9,9,118490.0
3160,kra32.dat,0.4,0.8,8,118550.0
3161,kra32.dat,0.3,0.8,5,118590.0
3162,kra32.dat,0.1,0.99,5,118660.0
3163,kra32.dat,0.1,0.9,2,118710.0
3164,kra32.dat,0.3,0.8,1,118740.0
3165,kra32.dat,0.1,0.6,1,118750.0
3166,kra32.dat,0.1,0.99,7,118800.0
3167,kra32.dat,0.2,0.7,6,118860.0
3168,kra32.dat,0.5,0.9,1,118890.0
3169,kra32.dat,0.5,0.6,9,118930.0
3170,kra32.dat,0.3,0.9,3,119020.0
3171,kra32.dat,0.5,0.6,2,119050.0
3172,kra32.dat,0.2,0.6,6,119120.0
3173,kra32.dat,0.3,0.6,6,119190.0
3174,kra32.dat,0.3,0.7,0,119250.0
3175,kra32.dat,0.3,0.99,7,119300.0
3176,kra32.dat,0.3,0.99,2,119360.0
3177,kra32.dat,0.4,0.9,6,119390.0
3178,kra32.dat,0.5,0.8,2,119470.0
3179,kra32.dat,0.2,0.6,5,119490.0
3180,kra32.dat,0.4,0.6,0,119510.0
3181,kra32.dat,0.5,0.8,6,119540.0
3182,kra32.dat,0.2,0.8,6,119550.0
3183,kra32.dat,0.3,0.8,2,119650.0
3184,kra32.dat,0.2,0.99,3,119680.0
3185,kra32.dat,0.2,0.7,3,119720.0
3186,kra32.dat,0.4,0.7,2,119740.0
3187,kra32.dat,0.5,0.9,9,119770.0
3188,kra32.dat,0.2,0.6,8,119850.0
3189,kra32.dat,0.4,0.6,9,119850.0
3190,kra32.dat,0.4,0.9,8,119910.0
3191,kra32.dat,0.1,0.7,2,119930.0
3192,kra32.dat,0.2,0.9,7,119990.0
3193,kra32.dat,0.4,0.99,6,120080.0
3194,kra32.dat,0.1,0.6,8,120120.0
3195,kra32.dat,0.5,0.8,7,120130.0
3196,kra32.dat,0.5,0.9,3,120160.0
3197,kra32.dat,0.4,0.8,2,120210.0
3198,kra32.dat,0.1,0.99,6,120240.0
3199,kra32.dat,0.2,0.99,5,120260.0
3200,kra32.dat,0.3,0.7,5,120260.0
3201,kra32.dat,0.3,0.9,9,120290.0
3202,kra32.dat,0.4,0.8,3,120360.0
3203,kra32.dat,0.5,0.7,3,120410.0
3204,kra32.dat,0.5,0.7,9,120510.0
3205,kra32.dat,0.2,0.99,7,120560.0
3206,kra32.dat,0.3,0.8,6,120560.0
3207,kra32.dat,0.5,0.6,3,120590.0
3208,kra32.dat,0.3,0.8,0,120690.0
3209,kra32.dat,0.4,0.8,6,120730.0
3210,kra32.dat,0.2,0.9,4,120780.0
3211,kra32.dat,0.1,0.7,0,120900.0
3212,kra32.dat,0.3,0.9,4,121060.0
3213,kra32.dat,0.5,0.9,8,121100.0
3214,kra32.dat,0.4,0.99,7,121300.0
3215,kra32.dat,0.4,0.9,2,121310.0
3216,kra32.dat,0.4,0.99,8,121390.0
3217,kra32.dat,0.2,0.7,1,121450.0
3218,kra32.dat,0.4,0.8,0,121500.0
3219,kra32.dat,0.5,0.6,1,121520.0
3220,kra32.dat,0.4,0.6,5,121540.0
3221,kra32.dat,0.2,0.6,9,121550.0
3222,kra32.dat,0.2,0.9,2,121660.0
3223,kra32.dat,0.4,0.6,8,121660.0
3224,kra32.dat,0.5,0.7,5,121670.0
3225,kra32.dat,0.1,0.8,3,121790.0
3226,kra32.dat,0.3,0.6,4,121840.0
3227,kra32.dat,0.3,0.7,3,121840.0
3228,kra32.dat,0.3,0.9,5,121870.0
3229,kra32.dat,0.3,0.7,9,121940.0
3230,kra32.dat,0.3,0.6,7,122030.0
3231,kra32.dat,0.5,0.7,6,122040.0
3232,kra32.dat,0.2,0.7,9,122070.0
3233,kra32.dat,0.3,0.7,1,122080.0
3234,kra32.dat,0.1,0.6,9,122200.0
3235,kra32.dat,0.3,0.99,6,122220.0
3236,kra32.dat,0.5,0.99,3,122220.0
3237,kra32.dat,0.3,0.6,8,122240.0
3238,kra32.dat,0.5,0.8,1,122260.0
3239,kra32.dat,0.2,0.6,2,122260.0
3240,kra32.dat,0.3,0.6,9,122270.0
3241,kra32.dat,0.4,0.7,5,122300.0
3242,kra32.dat,0.2,0.6,3,122330.0
3243,kra32.dat,0.2,0.99,6,122370.0
3244,kra32.dat,0.3,0.99,0,122410.0
3245,kra32.dat,0.4,0.6,3,122460.0
3246,kra32.dat,0.5,0.8,4,122530.0
3247,kra32.dat,0.5,0.6,4,122530.0
3248,kra32.dat,0.4,0.7,0,122590.0
3249,kra32.dat,0.5,0.99,9,122670.0
3250,kra32.dat,0.1,0.9,3,122710.0
3251,kra32.dat,0.5,0.99,8,122720.0
3252,kra32.dat,0.1,0.8,9,122800.0
3253,kra32.dat,0.4,0.6,6,122820.0
3254,kra32.dat,0.4,0.9,1,122900.0
3255,kra32.dat,0.1,0.8,6,122960.0
3256,kra32.dat,0.3,0.6,2,122970.0
3257,kra32.dat,0.5,0.7,2,123020.0
3258,kra32.dat,0.5,0.8,8,123040.0
3259,kra32.dat,0.4,0.6,2,123100.0
3260,kra32.dat,0.4,0.7,9,123120.0
3261,kra32.dat,0.2,0.8,1,123120.0
3262,kra32.dat,0.1,0.7,5,123160.0
3263,kra32.dat,0.3,0.6,5,123170.0
3264,kra32.dat,0.4,0.6,7,123250.0
3265,kra32.dat,0.2,0.8,9,123260.0
3266,kra32.dat,0.4,0.8,9,123260.0
3267,kra32.dat,0.4,0.7,8,123270.0
3268,kra32.dat,0.5,0.7,0,123270.0
3269,kra32.dat,0.5,0.7,7,123300.0
3270,kra32.dat,0.5,0.9,6,123300.0
3271,kra32.dat,0.3,0.6,0,123560.0
3272,kra32.dat,0.5,0.7,4,123630.0
3273,kra32.dat,0.5,0.7,8,123650.0
3274,kra32.dat,0.1,0.7,8,123670.0
3275,kra32.dat,0.2,0.7,0,123750.0
3276,kra32.dat,0.1,0.99,0,123770.0
3277,kra32.dat,0.4,0.7,6,123820.0
3278,kra32.dat,0.4,0.7,1,123840.0
3279,kra32.dat,0.1,0.9,8,123950.0
3280,kra32.dat,0.2,0.8,8,123970.0
3281,kra32.dat,0.5,0.7,1,124010.0
3282,kra32.dat,0.3,0.6,1,124050.0
3283,kra32.dat,0.4,0.6,1,124080.0
3284,kra32.dat,0.3,0.8,8,124090.0
3285,kra32.dat,0.1,0.6,5,124340.0
3286,kra32.dat,0.2,0.6,0,124460.0
3287,kra32.dat,0.4,0.99,2,124460.0
3288,kra32.dat,0.2,0.9,3,124580.0
3289,kra32.dat,0.5,0.6,5,124800.0
3290,kra32.dat,0.5,0.6,8,124800.0
3291,kra32.dat,0.3,0.9,1,124890.0
3292,kra32.dat,0.4,0.8,1,125040.0
3293,kra32.dat,0.3,0.7,8,125060.0
3294,kra32.dat,0.5,0.6,6,125290.0
3295,kra32.dat,0.4,0.8,5,125750.0
3296,kra32.dat,0.2,0.8,0,125890.0
3297,kra32.dat,0.4,0.6,4,125940.0
3298,kra32.dat,0.4,0.9,9,126150.0
3299,kra32.dat,0.5,0.6,0,126200.0
3300,kra32.dat,0.5,0.6,7,126240.0
3301,N-t1d150.02,0.2,0.99,0,172580.0
3302,N-t1d150.02,0.1,0.8,3,174913.0
3303,N-t1d150.02,0.1,0.9,4,176258.0
3304,N-t1d150.02,0.1,0.9,9,176283.0
3305,N-t1d150.02,0.3,0.99,8,176365.0
3306,N-t1d150.02,0.1,0.8,4,176402.0
3307,N-t1d150.02,0.1,0.9,6,176496.0
3308,N-t1d150.02,0.3,0.99,7,176683.0
3309,N-t1d150.01,0.1,0.9,7,176793.0
3310,N-t1d150.01,0.2,0.99,2,177126.0
3311,N-t1d150.02,0.1,0.8,2,177192.0
3312,N-t1d150.02,0.5,0.99,6,177337.0
3313,N-t1d150.02,0.1,0.99,7,177361.0
3314,N-t1d150.02,0.5,0.99,7,177450.0
3315,N-t1d150.02,0.2,0.99,3,177464.0
3316,N-t1d150.02,0.1,0.9,3,177527.0
3317,N-t1d150.02,0.1,0.6,1,177545.0
3318,N-t1d150.02,0.2,0.99,5,177638.0
3319,N-t1d150.02,0.1,0.99,4,177707.0
3320,N-t1d150.02,0.4,0.99,5,177757.0
3321,N-t1d150.02,0.1,0.9,8,177978.0
3322,N-t1d150.02,0.5,0.99,9,177986.0
3323,N-t1d150.02,0.3,0.9,4,178128.0
3324,N-t1d150.02,0.3,0.99,5,178144.0
3325,N-t1d150.02,0.4,0.9,4,178149.0
3326,N-t1d150.02,0.5,0.99,5,178200.0
3327,N-t1d150.02,0.2,0.99,6,178266.0
3328,N-t1d150.01,0.1,0.9,3,178403.0
3329,N-t1d150.01,0.1,0.9,5,178433.0
3330,N-t1d150.02,0.1,0.99,9,178558.0
3331,N-t1d150.02,0.3,0.99,1,178560.0
3332,N-t1d150.01,0.3,0.99,8,178653.0
3333,N-t1d150.02,0.2,0.9,4,178700.0
3334,N-t1d150.01,0.1,0.99,7,178721.0
3335,N-t1d150.02,0.2,0.9,9,178729.0
3336,N-t1d150.02,0.2,0.99,2,178752.0
3337,N-t1d150.01,0.2,0.99,0,178909.0
3338,N-t1d150.02,0.3,0.8,9,178947.0
3339,N-t1d150.02,0.1,0.8,1,179129.0
3340,N-t1d150.02,0.4,0.9,9,179233.0
3341,N-t1d150.02,0.3,0.99,3,179267.0
3342,N-t1d150.02,0.2,0.8,0,179595.0
3343,N-t1d150.02,0.2,0.9,1,179598.0
3344,N-t1d150.02,0.2,0.99,7,179627.0
3345,N-t1d150.01,0.5,0.99,8,179700.0
3346,N-t1d150.02,0.1,0.6,0,179715.0
3347,N-t1d150.02,0.5,0.99,4,179786.0
3348,N-t1d150.02,0.3,0.9,3,179869.0
3349,N-t1d150.02,0.3,0.8,4,179891.0
3350,N-t1d150.01,0.3,0.99,2,179952.0
3351,N-t1d150.02,0.1,0.9,5,180028.0
3352,N-t1d150.01,0.4,0.99,3,180071.0
3353,N-t1d150.02,0.2,0.8,6,180094.0
3354,N-t1d150.02,0.3,0.9,5,180164.0
3355,N-t1d150.02,0.3,0.8,7,180383.0
3356,N-t1d150.02,0.4,0.99,0,180463.0
3357,N-t1d150.01,0.4,0.9,3,180524.0
3358,N-t1d150.01,0.2,0.8,5,180582.0
3359,N-t1d150.02,0.2,0.8,4,180584.0
3360,N-t1d150.02,0.5,0.99,8,180658.0
3361,N-t1d150.01,0.5,0.99,5,180688.0
3362,N-t1d150.01,0.2,0.99,7,180690.0
3363,N-t1d150.02,0.4,0.9,0,180719.0
3364,N-t1d150.02,0.4,0.9,2,180743.0
3365,N-t1d150.01,0.4,0.99,4,180752.0
3366,N-t1d150.01,0.1,0.99,9,180762.0
3367,N-t1d150.02,0.3,0.9,6,180779.0
3368,N-t1d150.01,0.3,0.99,3,180824.0
3369,N-t1d150.01,0.3,0.99,5,180869.0
3370,N-t1d150.02,0.1,0.6,3,180881.0
3371,N-t1d150.02,0.2,0.99,9,180884.0
3372,N-t1d150.02,0.1,0.6,2,180923.0
3373,N-t1d150.01,0.1,0.9,8,180938.0
3374,N-t1d150.02,0.2,0.7,9,181007.0
3375,N-t1d150.01,0.5,0.99,6,181054.0
3376,N-t1d150.02,0.2,0.8,9,181055.0
3377,N-t1d150.01,0.1,0.9,4,181087.0
3378,N-t1d150.02,0.3,0.8,2,181127.0
3379,N-t1d150.02,0.2,0.7,7,181132.0
3380,N-t1d150.02,0.3,0.7,1,181190.0
3381,N-t1d150.02,0.2,0.8,2,181243.0
3382,N-t1d150.01,0.5,0.99,9,181273.0
3383,N-t1d150.01,0.3,0.99,6,181349.0
3384,N-t1d150.02,0.2,0.8,8,181403.0
3385,N-t1d150.01,0.1,0.99,4,181462.0
3386,N-t1d150.01,0.3,0.99,0,181501.0
3387,N-t1d150.02,0.4,0.8,0,181508.0
3388,N-t1d150.02,0.4,0.9,6,181557.0
3389,N-t1d150.01,0.1,0.8,3,181620.0
3390,N-t1d150.02,0.5,0.99,3,181637.0
3391,N-t1d150.01,0.5,0.99,7,181814.0
3392,N-t1d150.02,0.2,0.8,5,181817.0
3393,N-t1d150.01,0.3,0.99,7,181881.0
3394,N-t1d150.02,0.5,0.9,9,181979.0
3395,N-t1d150.01,0.2,0.9,0,182008.0
3396,N-t1d150.01,0.2,0.9,7,182027.0
3397,N-t1d150.02,0.4,0.9,7,182051.0
3398,N-t1d150.02,0.4,0.9,1,182053.0
3399,N-t1d150.01,0.1,0.6,1,182084.0
3400,N-t1d150.02,0.2,0.6,0,182140.0
3401,N-t1d150.01,0.1,0.9,9,182277.0
3402,N-t1d150.01,0.4,0.99,0,182300.0
3403,N-t1d150.01,0.5,0.99,3,182324.0
3404,N-t1d150.01,0.2,0.9,1,182348.0
3405,N-t1d150.01,0.1,0.8,2,182389.0
3406,N-t1d150.02,0.2,0.7,2,182454.0
3407,N-t1d150.01,0.2,0.8,4,182519.0
3408,N-t1d150.01,0.2,0.99,1,182543.0
3409,N-t1d150.02,0.5,0.9,2,182547.0
3410,N-t1d150.01,0.2,0.99,5,182576.0
3411,N-t1d150.01,0.5,0.99,4,182595.0
3412,N-t1d150.01,0.2,0.99,3,182633.0
3413,N-t1d150.01,0.4,0.9,9,182642.0
3414,N-t1d150.01,0.1,0.6,3,182665.0
3415,N-t1d150.01,0.2,0.8,9,182792.0
3416,N-t1d150.02,0.2,0.7,6,182811.0
3417,N-t1d150.01,0.3,0.9,4,182840.0
3418,N-t1d150.02,0.3,0.8,0,182842.0
3419,N-t1d150.01,0.1,0.99,2,182893.0
3420,N-t1d150.01,0.1,0.6,2,182995.0
3421,N-t1d150.02,0.3,0.6,4,183115.0
3422,N-t1d150.01,0.1,0.8,4,183170.0
3423,tho30.dat,0.1,0.9,7,183218.0
3424,N-t1d150.02,0.5,0.9,7,183224.0
3425,N-t1d150.01,0.2,0.8,3,183317.0
3426,N-t1d150.02,0.3,0.6,1,183397.0
3427,N-t1d150.01,0.2,0.8,1,183398.0
3428,N-t1d150.02,0.3,0.7,2,183449.0
3429,N-t1d150.01,0.3,0.9,1,183489.0
3430,N-t1d150.02,0.5,0.8,1,183496.0
3431,N-t1d150.02,0.2,0.6,9,183552.0
3432,N-t1d150.01,0.3,0.9,7,183557.0
3433,N-t1d150.02,0.3,0.8,3,183711.0
3434,N-t1d150.01,0.5,0.99,0,183735.0
3435,N-t1d150.02,0.3,0.7,0,183806.0
3436,N-t1d150.01,0.3,0.9,3,183821.0
3437,N-t1d150.01,0.3,0.8,5,183868.0
3438,N-t1d150.02,0.5,0.8,4,183908.0
3439,N-t1d150.02,0.2,0.7,8,183961.0
3440,N-t1d150.01,0.4,0.99,2,183962.0
3441,N-t1d150.02,0.3,0.7,4,184033.0
3442,N-t1d150.01,0.2,0.6,9,184150.0
3443,N-t1d150.01,0.2,0.9,6,184247.0
3444,N-t1d150.01,0.2,0.6,8,184254.0
3445,N-t1d150.01,0.2,0.7,9,184309.0
3446,N-t1d150.01,0.3,0.8,1,184331.0
3447,N-t1d150.01,0.4,0.9,0,184333.0
3448,N-t1d150.02,0.3,0.7,9,184386.0
3449,N-t1d150.01,0.2,0.6,5,184415.0
3450,N-t1d150.01,0.3,0.9,6,184476.0
3451,N-t1d150.01,0.2,0.7,7,184489.0
3452,N-t1d150.02,0.3,0.7,6,184517.0
3453,N-t1d150.02,0.4,0.8,9,184581.0
3454,N-t1d150.01,0.4,0.9,2,184739.0
3455,N-t1d150.01,0.3,0.8,8,184810.0
3456,N-t1d150.01,0.2,0.7,8,184897.0
3457,N-t1d150.02,0.2,0.6,8,185084.0
3458,tho30.dat,0.1,0.99,3,185084.0
3459,N-t1d150.01,0.2,0.8,2,185166.0
3460,N-t1d150.01,0.3,0.8,7,185177.0
3461,N-t1d150.02,0.4,0.6,3,185241.0
3462,N-t1d150.01,0.2,0.6,6,185249.0
3463,N-t1d150.01,0.4,0.9,7,185296.0
3464,N-t1d150.01,0.3,0.7,5,185314.0
3465,N-t1d150.01,0.3,0.7,1,185320.0
3466,N-t1d150.02,0.2,0.6,5,185342.0
3467,N-t1d150.01,0.3,0.7,8,185572.0
3468,N-t1d150.02,0.4,0.6,4,185593.0
3469,tho30.dat,0.5,0.99,2,185614.0
3470,N-t1d150.01,0.2,0.7,2,185720.0
3471,N-t1d150.01,0.4,0.8,6,185849.0
3472,N-t1d150.01,0.3,0.8,3,185865.0
3473,N-t1d150.01,0.5,0.9,9,185866.0
3474,N-t1d150.02,0.4,0.6,0,185898.0
3475,N-t1d150.01,0.4,0.9,6,185916.0
3476,N-t1d150.01,0.4,0.9,1,185922.0
3477,N-t1d150.01,0.3,0.7,7,185945.0
3478,N-t1d150.02,0.5,0.6,3,185969.0
3479,N-t1d150.02,0.5,0.8,5,185983.0
3480,N-t1d150.01,0.3,0.7,9,186036.0
3481,N-t1d150.02,0.4,0.6,9,186065.0
3482,tho30.dat,0.1,0.9,9,186072.0
3483,N-t1d150.01,0.5,0.9,1,186103.0
3484,N-t1d150.02,0.3,0.6,3,186105.0
3485,N-t1d150.01,0.4,0.99,1,186128.0
3486,N-t1d150.01,0.2,0.6,0,186155.0
3487,N-t1d150.01,0.3,0.8,0,186164.0
3488,tho30.dat,0.3,0.9,8,186176.0
3489,N-t1d150.01,0.5,0.8,5,186208.0
3490,N-t1d150.01,0.1,0.6,0,186271.0
3491,N-t1d150.02,0.4,0.8,7,186350.0
3492,N-t1d150.02,0.5,0.7,0,186549.0
3493,N-t1d150.01,0.4,0.9,4,186600.0
3494,tho30.dat,0.2,0.7,6,186646.0
3495,N-t1d150.02,0.4,0.8,6,186679.0
3496,N-t1d150.01,0.3,0.8,2,186717.0
3497,tho30.dat,0.4,0.99,0,186728.0
3498,N-t1d150.02,0.5,0.7,2,186778.0
3499,tho30.dat,0.1,0.99,5,186814.0
3500,tho30.dat,0.4,0.99,6,186846.0
3501,tho30.dat,0.5,0.7,9,186910.0
3502,N-t1d150.02,0.5,0.8,2,186935.0
3503,N-t1d150.02,0.5,0.7,7,186967.0
3504,tho30.dat,0.4,0.8,9,187118.0
3505,tho30.dat,0.2,0.9,7,187346.0
3506,N-t1d150.02,0.4,0.6,2,187363.0
3507,tho30.dat,0.3,0.6,1,187384.0
3508,N-t1d150.02,0.4,0.6,7,187399.0
3509,N-t1d150.01,0.4,0.8,8,187408.0
3510,tho30.dat,0.4,0.6,6,187474.0
3511,N-t1d150.02,0.5,0.6,9,187477.0
3512,tho30.dat,0.2,0.7,8,187496.0
3513,N-t1d150.01,0.3,0.7,3,187730.0
3514,N-t1d150.02,0.4,0.6,5,187733.0
3515,tho30.dat,0.1,0.99,2,187948.0
3516,N-t1d150.02,0.3,0.6,6,188016.0
3517,tho30.dat,0.2,0.99,2,188026.0
3518,N-t1d150.01,0.3,0.6,4,188047.0
3519,tho30.dat,0.1,0.9,0,188076.0
3520,N-t1d150.01,0.3,0.6,8,188231.0
3521,N-t1d150.01,0.5,0.8,1,188238.0
3522,tho30.dat,0.1,0.6,1,188252.0
3523,tho30.dat,0.5,0.9,1,188262.0
3524,tho30.dat,0.5,0.7,3,188336.0
3525,N-t1d150.02,0.5,0.6,5,188404.0
3526,tho30.dat,0.1,0.6,7,188436.0
3527,N-t1d150.01,0.3,0.6,7,188493.0
3528,N-t1d150.01,0.3,0.7,0,188508.0
3529,N-t1d150.01,0.4,0.6,1,188525.0
3530,tho30.dat,0.1,0.7,1,188528.0
3531,N-t1d150.01,0.4,0.8,7,188530.0
3532,tho30.dat,0.2,0.7,1,188542.0
3533,tho30.dat,0.4,0.99,9,188578.0
3534,tho30.dat,0.3,0.9,3,188620.0
3535,N-t1d150.01,0.4,0.6,3,188633.0
3536,N-t1d150.01,0.3,0.6,2,188683.0
3537,tho30.dat,0.3,0.6,6,188738.0
3538,N-t1d150.02,0.5,0.7,6,188793.0
3539,tho30.dat,0.4,0.7,5,188806.0
3540,N-t1d150.01,0.2,0.6,3,188819.0
3541,tho30.dat,0.1,0.7,9,188898.0
3542,N-t1d150.01,0.5,0.7,9,189018.0
3543,tho30.dat,0.2,0.99,6,189036.0
3544,tho30.dat,0.2,0.7,3,189130.0
3545,N-t1d150.01,0.5,0.7,8,189273.0
3546,N-t1d150.01,0.5,0.7,7,189280.0
3547,N-t1d150.01,0.5,0.8,4,189313.0
3548,tho30.dat,0.5,0.9,9,189346.0
3549,N-t1d150.02,0.4,0.6,6,189352.0
3550,tho30.dat,0.2,0.8,5,189424.0
3551,tho30.dat,0.4,0.9,3,189436.0
3552,N-t1d150.01,0.4,0.6,9,189620.0
3553,tho30.dat,0.1,0.6,4,189636.0
3554,tho30.dat,0.5,0.99,0,189646.0
3555,tho30.dat,0.3,0.9,1,189672.0
3556,N-t1d150.01,0.4,0.6,5,189684.0
3557,tho30.dat,0.3,0.6,9,189718.0
3558,tho30.dat,0.2,0.9,0,189724.0
3559,tho30.dat,0.1,0.6,9,189748.0
3560,tho30.dat,0.4,0.99,5,189816.0
3561,tho30.dat,0.1,0.6,3,189846.0
3562,tho30.dat,0.1,0.99,4,189864.0
3563,tho30.dat,0.5,0.99,8,189874.0
3564,tho30.dat,0.3,0.99,1,189908.0
3565,tho30.dat,0.3,0.99,7,189932.0
3566,tho30.dat,0.4,0.7,0,189960.0
3567,N-t1d150.01,0.3,0.6,3,189962.0
3568,tho30.dat,0.2,0.6,1,189982.0
3569,tho30.dat,0.3,0.7,9,190048.0
3570,tho30.dat,0.1,0.9,2,190056.0
3571,tho30.dat,0.1,0.7,4,190070.0
3572,tho30.dat,0.3,0.7,5,190088.0
3573,N-t1d150.01,0.5,0.8,2,190179.0
3574,tho30.dat,0.3,0.7,3,190194.0
3575,tho30.dat,0.3,0.9,0,190238.0
3576,tho30.dat,0.2,0.7,2,190246.0
3577,tho30.dat,0.4,0.7,9,190256.0
3578,tho30.dat,0.3,0.7,0,190258.0
3579,N-t1d150.01,0.4,0.6,6,190307.0
3580,tho30.dat,0.4,0.6,2,190390.0
3581,tho30.dat,0.1,0.8,7,190454.0
3582,tho30.dat,0.3,0.6,3,190464.0
3583,tho30.dat,0.4,0.6,0,190502.0
3584,tho30.dat,0.1,0.6,2,190564.0
3585,tho30.dat,0.1,0.7,3,190618.0
3586,tho30.dat,0.1,0.99,7,190666.0
3587,tho30.dat,0.5,0.99,5,190700.0
3588,tho30.dat,0.5,0.8,2,190732.0
3589,tho30.dat,0.3,0.8,5,190800.0
3590,N-t1d150.01,0.5,0.6,9,190831.0
3591,tho30.dat,0.3,0.99,8,190856.0
3592,tho30.dat,0.2,0.8,1,190984.0
3593,tho30.dat,0.4,0.9,9,191008.0
3594,tho30.dat,0.5,0.99,6,191092.0
3595,tho30.dat,0.2,0.8,3,191144.0
3596,tho30.dat,0.4,0.99,4,191370.0
3597,tho30.dat,0.5,0.6,0,191372.0
3598,tho30.dat,0.2,0.7,0,191408.0
3599,tho30.dat,0.4,0.6,5,191422.0
3600,tho30.dat,0.2,0.9,6,191430.0
3601,N-t1d150.01,0.4,0.6,2,191566.0
3602,tho30.dat,0.5,0.99,7,191580.0
3603,N-t1d150.01,0.4,0.6,0,191591.0
3604,tho30.dat,0.3,0.8,4,191652.0
3605,tho30.dat,0.3,0.8,0,191654.0
3606,N-t1d150.01,0.5,0.7,2,191665.0
3607,tho30.dat,0.3,0.99,9,191696.0
3608,tho30.dat,0.1,0.7,5,191756.0
3609,tho30.dat,0.2,0.99,3,191776.0
3610,N-t1d150.01,0.4,0.6,4,191786.0
3611,tho30.dat,0.5,0.99,4,191788.0
3612,tho30.dat,0.4,0.9,5,191832.0
3613,tho30.dat,0.4,0.8,7,191836.0
3614,tho30.dat,0.3,0.7,6,191856.0
3615,tho30.dat,0.4,0.7,3,191876.0
3616,N-t1d150.01,0.4,0.6,7,191892.0
3617,tho30.dat,0.5,0.8,1,191896.0
3618,tho30.dat,0.1,0.8,2,191920.0
3619,N-t1d150.01,0.5,0.7,6,191950.0
3620,tho30.dat,0.4,0.9,6,192056.0
3621,tho30.dat,0.5,0.9,3,192056.0
3622,tho30.dat,0.3,0.9,7,192124.0
3623,tho30.dat,0.1,0.8,1,192136.0
3624,tho30.dat,0.1,0.8,3,192146.0
3625,tho30.dat,0.5,0.7,7,192172.0
3626,tho30.dat,0.3,0.9,6,192284.0
3627,tho30.dat,0.3,0.99,6,192286.0
3628,tho30.dat,0.1,0.9,5,192304.0
3629,N-t1d150.01,0.5,0.6,0,192313.0
3630,tho30.dat,0.2,0.8,9,192338.0
3631,tho30.dat,0.3,0.99,2,192370.0
3632,tho30.dat,0.2,0.9,1,192432.0
3633,tho30.dat,0.5,0.8,6,192436.0
3634,tho30.dat,0.2,0.6,0,192602.0
3635,tho30.dat,0.2,0.7,9,192652.0
3636,N-t1d150.01,0.5,0.7,0,192663.0
3637,tho30.dat,0.2,0.99,9,192678.0
3638,tho30.dat,0.5,0.8,0,192720.0
3639,tho30.dat,0.4,0.9,8,192750.0
3640,tho30.dat,0.4,0.9,1,192754.0
3641,tho30.dat,0.4,0.6,3,192818.0
3642,tho30.dat,0.2,0.99,8,192824.0
3643,tho30.dat,0.4,0.99,3,192876.0
3644,tho30.dat,0.4,0.8,4,192888.0
3645,tho30.dat,0.1,0.7,6,192910.0
3646,tho30.dat,0.3,0.9,5,192912.0
3647,tho30.dat,0.5,0.7,1,192952.0
3648,tho30.dat,0.3,0.8,6,192978.0
3649,tho30.dat,0.2,0.8,0,193116.0
3650,tho30.dat,0.2,0.99,7,193128.0
3651,tho30.dat,0.5,0.9,4,193200.0
3652,tho30.dat,0.5,0.9,7,193210.0
3653,tho30.dat,0.4,0.99,8,193248.0
3654,tho30.dat,0.4,0.6,9,193254.0
3655,tho30.dat,0.2,0.6,9,193334.0
3656,tho30.dat,0.5,0.9,8,193396.0
3657,tho30.dat,0.1,0.6,0,193414.0
3658,tho30.dat,0.1,0.99,8,193462.0
3659,tho30.dat,0.1,0.8,6,193488.0
3660,tho30.dat,0.3,0.7,1,193526.0
3661,tho30.dat,0.2,0.8,8,193532.0
