,filename,ratio,weight,seed,min
3662,tho30.dat,0.4,0.8,6,193542.0
3663,tho30.dat,0.2,0.99,4,193550.0
3664,tho30.dat,0.3,0.99,0,193562.0
3665,tho30.dat,0.5,0.9,6,193588.0
3666,tho30.dat,0.2,0.6,6,193672.0
3667,tho30.dat,0.2,0.9,9,193764.0
3668,tho30.dat,0.1,0.8,9,193782.0
3669,tho30.dat,0.1,0.6,6,193810.0
3670,tho30.dat,0.1,0.99,1,193880.0
3671,tho30.dat,0.3,0.6,8,193934.0
3672,tho30.dat,0.5,0.6,9,194038.0
3673,tho30.dat,0.3,0.99,5,194044.0
3674,tho30.dat,0.3,0.6,7,194076.0
3675,tho30.dat,0.5,0.6,1,194116.0
3676,tho30.dat,0.3,0.99,4,194216.0
3677,tho30.dat,0.5,0.6,5,194244.0
3678,tho30.dat,0.5,0.7,0,194296.0
3679,tho30.dat,0.4,0.6,1,194308.0
3680,tho30.dat,0.2,0.7,7,194326.0
3681,tho30.dat,0.4,0.7,6,194350.0
3682,tho30.dat,0.1,0.9,6,194354.0
3683,tho30.dat,0.2,0.9,4,194436.0
3684,tho30.dat,0.4,0.7,8,194442.0
3685,tho30.dat,0.4,0.99,1,194478.0
3686,tho30.dat,0.2,0.99,0,194494.0
3687,tho30.dat,0.3,0.8,9,194508.0
3688,tho30.dat,0.5,0.8,7,194542.0
3689,tho30.dat,0.5,0.6,3,194552.0
3690,tho30.dat,0.2,0.7,4,194610.0
3691,tho30.dat,0.3,0.8,8,194616.0
3692,tho30.dat,0.4,0.6,8,194618.0
3693,tho30.dat,0.5,0.8,4,194646.0
3694,tho30.dat,0.1,0.6,8,194650.0
3695,tho30.dat,0.3,0.8,1,194702.0
3696,tho30.dat,0.2,0.8,2,194748.0
3697,tho30.dat,0.2,0.9,3,194778.0
3698,tho30.dat,0.3,0.8,3,194796.0
3699,tho30.dat,0.5,0.7,8,194798.0
3700,tho30.dat,0.1,0.9,1,194804.0
3701,tho30.dat,0.4,0.9,7,194842.0
3702,tho30.dat,0.1,0.9,4,194848.0
3703,tho30.dat,0.2,0.8,6,194848.0
3704,tho30.dat,0.5,0.7,4,194884.0
3705,tho30.dat,0.3,0.8,2,194934.0
3706,tho30.dat,0.3,0.7,7,194948.0
3707,tho30.dat,0.2,0.6,2,195014.0
3708,tho30.dat,0.1,0.7,8,195050.0
3709,tho30.dat,0.4,0.7,7,195068.0
3710,tho30.dat,0.3,0.6,0,195074.0
3711,tho30.dat,0.3,0.7,8,195084.0
3712,tho30.dat,0.1,0.9,3,195144.0
3713,tho30.dat,0.4,0.6,7,195194.0
3714,tho30.dat,0.5,0.8,8,195262.0
3715,tho30.dat,0.4,0.8,3,195270.0
3716,tho30.dat,0.4,0.99,7,195292.0
3717,tho30.dat,0.1,0.99,9,195374.0
3718,tho30.dat,0.5,0.99,3,195384.0
3719,tho30.dat,0.5,0.8,5,195404.0
3720,tho30.dat,0.1,0.7,0,195412.0
3721,tho30.dat,0.3,0.8,7,195442.0
3722,tho30.dat,0.1,0.6,5,195446.0
3723,tho30.dat,0.4,0.8,5,195478.0
3724,tho30.dat,0.2,0.99,5,195502.0
3725,tho30.dat,0.4,0.7,4,195512.0
3726,tho30.dat,0.2,0.6,4,195518.0
3727,tho30.dat,0.3,0.99,3,195558.0
3728,tho30.dat,0.4,0.9,4,195602.0
3729,tho30.dat,0.2,0.6,5,195666.0
3730,tho30.dat,0.2,0.8,7,195776.0
3731,tho30.dat,0.5,0.8,9,195798.0
3732,tho30.dat,0.5,0.99,9,195818.0
3733,tho30.dat,0.3,0.6,4,195840.0
3734,tho30.dat,0.4,0.8,2,195864.0
3735,tho30.dat,0.5,0.9,0,195874.0
3736,tho30.dat,0.5,0.7,5,195896.0
3737,tho30.dat,0.1,0.9,8,195944.0
3738,tho30.dat,0.4,0.8,8,196024.0
3739,tho30.dat,0.3,0.9,9,196084.0
3740,tho30.dat,0.3,0.9,2,196224.0
3741,tho30.dat,0.1,0.7,2,196250.0
3742,tho30.dat,0.2,0.9,5,196308.0
3743,tho30.dat,0.2,0.6,3,196360.0
3744,tho30.dat,0.4,0.6,4,196382.0
3745,tho30.dat,0.4,0.8,0,196394.0
3746,tho30.dat,0.1,0.99,6,196424.0
3747,tho30.dat,0.3,0.7,2,196430.0
3748,tho30.dat,0.4,0.9,2,196456.0
3749,tho30.dat,0.1,0.8,4,196510.0
3750,tho30.dat,0.2,0.99,1,196544.0
3751,tho30.dat,0.4,0.8,1,196566.0
3752,tho30.dat,0.5,0.6,8,196592.0
3753,tho30.dat,0.1,0.7,7,196638.0
3754,tho30.dat,0.2,0.9,2,196692.0
3755,tho30.dat,0.3,0.6,2,196696.0
3756,tho30.dat,0.4,0.7,1,196812.0
3757,tho30.dat,0.5,0.9,2,196822.0
3758,tho30.dat,0.5,0.6,4,196824.0
3759,tho30.dat,0.4,0.9,0,196832.0
3760,tho30.dat,0.5,0.6,2,196884.0
3761,tho30.dat,0.3,0.6,5,196940.0
3762,tho30.dat,0.3,0.9,4,196968.0
3763,tho30.dat,0.2,0.7,5,196978.0
3764,tho30.dat,0.5,0.7,6,197058.0
3765,tho30.dat,0.5,0.99,1,197108.0
3766,tho30.dat,0.1,0.8,8,197150.0
3767,tho30.dat,0.5,0.9,5,197324.0
3768,tho30.dat,0.1,0.99,0,197390.0
3769,tho30.dat,0.4,0.99,2,197468.0
3770,tho30.dat,0.2,0.9,8,197622.0
3771,tho30.dat,0.4,0.7,2,197778.0
3772,tho30.dat,0.3,0.7,4,197902.0
3773,tho30.dat,0.2,0.6,8,197904.0
3774,tho30.dat,0.2,0.6,7,197906.0
3775,tho30.dat,0.1,0.8,0,197912.0
3776,tho30.dat,0.5,0.6,7,198014.0
3777,tho30.dat,0.5,0.8,3,198290.0
3778,tho30.dat,0.2,0.8,4,198300.0
3779,tho30.dat,0.5,0.6,6,198452.0
3780,tho30.dat,0.5,0.7,2,198548.0
3781,tho30.dat,0.1,0.8,5,199454.0
3782,N-be75eec-150,0.1,0.9,6,1317467.0
3783,N-be75eec-150,0.2,0.99,0,1342152.0
3784,N-be75eec-150,0.3,0.99,8,1342371.0
3785,N-be75eec-150,0.1,0.99,6,1344669.0
3786,N-be75eec-150,0.1,0.9,7,1359342.0
3787,N-be75eec-150,0.1,0.99,0,1369113.0
3788,N-be75eec-150,0.1,0.9,9,1379185.0
3789,N-be75eec-150,0.2,0.99,8,1380143.0
3790,N-be75eec-150,0.2,0.9,4,1384717.0
3791,N-be75eec-150,0.2,0.99,6,1392004.0
3792,N-be75eec-150,0.1,0.99,2,1393506.0
3793,N-be75eec-150,0.1,0.9,2,1403823.0
3794,N-be75eec-150,0.5,0.99,9,1405493.0
3795,N-be75eec-150,0.1,0.7,9,1410430.0
3796,N-be75eec-150,0.1,0.8,7,1416977.0
3797,N-be75eec-150,0.3,0.99,7,1420482.0
3798,N-be75eec-150,0.1,0.8,4,1424300.0
3799,N-be75eec-150,0.3,0.99,9,1424946.0
3800,N-be75eec-150,0.1,0.9,8,1427232.0
3801,N-be75eec-150,0.3,0.99,4,1429277.0
3802,N-be75eec-150,0.2,0.9,3,1437508.0
3803,N-be75eec-150,0.2,0.8,9,1442232.0
3804,N-be75eec-150,0.1,0.8,3,1442839.0
3805,N-be75eec-150,0.4,0.99,3,1443323.0
3806,N-be75eec-150,0.3,0.99,1,1447530.0
3807,N-be75eec-150,0.4,0.9,6,1449044.0
3808,N-be75eec-150,0.2,0.99,5,1451210.0
3809,N-be75eec-150,0.2,0.9,8,1454101.0
3810,N-be75eec-150,0.4,0.9,1,1459161.0
3811,N-be75eec-150,0.1,0.9,4,1459266.0
3812,N-be75eec-150,0.1,0.99,9,1459410.0
3813,N-be75eec-150,0.3,0.9,2,1464662.0
3814,N-be75eec-150,0.5,0.99,8,1465687.0
3815,N-be75eec-150,0.1,0.7,8,1467291.0
3816,N-be75eec-150,0.1,0.9,5,1467570.0
3817,N-be75eec-150,0.2,0.8,5,1473750.0
3818,N-be75eec-150,0.1,0.9,1,1476234.0
3819,N-be75eec-150,0.4,0.9,0,1484918.0
3820,N-be75eec-150,0.5,0.99,5,1488281.0
3821,N-be75eec-150,0.5,0.99,6,1489104.0
3822,N-be75eec-150,0.3,0.7,5,1489288.0
3823,N-be75eec-150,0.2,0.8,0,1491789.0
3824,N-be75eec-150,0.2,0.8,7,1491833.0
3825,N-be75eec-150,0.1,0.9,3,1493224.0
3826,N-be75eec-150,0.2,0.9,5,1497870.0
3827,N-be75eec-150,0.1,0.8,5,1503708.0
3828,N-be75eec-150,0.2,0.7,8,1508814.0
3829,N-be75eec-150,0.4,0.99,4,1509607.0
3830,N-be75eec-150,0.5,0.99,4,1510962.0
3831,N-be75eec-150,0.4,0.9,3,1511717.0
3832,N-be75eec-150,0.2,0.8,8,1511930.0
3833,N-be75eec-150,0.1,0.6,0,1513893.0
3834,N-be75eec-150,0.2,0.7,7,1515373.0
3835,N-be75eec-150,0.1,0.6,3,1518723.0
3836,N-be75eec-150,0.2,0.8,6,1518748.0
3837,N-be75eec-150,0.5,0.99,7,1523163.0
3838,N-be75eec-150,0.1,0.6,1,1523171.0
3839,N-be75eec-150,0.1,0.8,2,1533004.0
3840,N-be75eec-150,0.2,0.7,9,1534573.0
3841,N-be75eec-150,0.4,0.9,2,1538960.0
3842,N-be75eec-150,0.2,0.8,3,1543277.0
3843,N-be75eec-150,0.4,0.9,5,1544242.0
3844,N-be75eec-150,0.3,0.9,3,1549732.0
3845,N-be75eec-150,0.1,0.6,2,1551359.0
3846,N-be75eec-150,0.4,0.8,5,1551593.0
3847,N-be75eec-150,0.5,0.8,5,1554546.0
3848,N-be75eec-150,0.2,0.8,1,1558517.0
3849,N-be75eec-150,0.3,0.8,4,1565263.0
3850,N-be75eec-150,0.3,0.8,5,1579033.0
3851,N-be75eec-150,0.2,0.6,5,1579919.0
3852,N-be75eec-150,0.2,0.6,7,1584946.0
3853,N-be75eec-150,0.2,0.7,1,1586717.0
3854,N-be75eec-150,0.3,0.7,3,1594193.0
3855,N-be75eec-150,0.3,0.7,7,1595004.0
3856,N-be75eec-150,0.3,0.8,1,1603702.0
3857,N-be75eec-150,0.3,0.7,1,1607013.0
3858,N-be75eec-150,0.2,0.7,6,1615176.0
3859,N-be75eec-150,0.3,0.7,9,1618988.0
3860,N-be75eec-150,0.4,0.9,7,1621239.0
3861,N-be75eec-150,0.3,0.8,7,1631360.0
3862,N-be75eec-150,0.4,0.8,9,1633501.0
3863,N-be75eec-150,0.3,0.6,1,1633882.0
3864,N-be75eec-150,0.3,0.8,3,1638049.0
3865,N-be75eec-150,0.4,0.8,6,1655292.0
3866,N-be75eec-150,0.2,0.6,2,1668607.0
3867,N-be75eec-150,0.2,0.6,8,1674620.0
3868,N-be75eec-150,0.4,0.8,2,1678566.0
3869,N-be75eec-150,0.4,0.6,0,1679740.0
3870,N-be75eec-150,0.3,0.7,8,1682166.0
3871,N-be75eec-150,0.5,0.7,0,1688789.0
3872,N-be75eec-150,0.3,0.7,2,1717697.0
3873,N-be75eec-150,0.5,0.8,3,1718176.0
3874,N-be75eec-150,0.5,0.7,9,1719782.0
3875,N-be75eec-150,0.4,0.6,6,1724343.0
3876,N-be75eec-150,0.5,0.6,3,1727907.0
3877,N-be75eec-150,0.5,0.7,6,1737973.0
3878,N-be75eec-150,0.4,0.6,3,1748616.0
3879,N-be75eec-150,0.5,0.8,1,1755174.0
3880,N-be75eec-150,0.5,0.7,7,1757451.0
3881,N-be75eec-150,0.3,0.6,9,1764692.0
3882,N-be75eec-150,0.5,0.7,8,1768027.0
3883,N-be75eec-150,0.4,0.6,5,1769340.0
3884,N-be75eec-150,0.5,0.8,2,1772583.0
3885,N-be75eec-150,0.5,0.6,8,1774906.0
3886,N-be75eec-150,0.4,0.6,1,1775115.0
3887,N-be75eec-150,0.4,0.6,4,1787567.0
3888,N-be75eec-150,0.4,0.6,2,1813064.0
3889,N-be75eec-150,0.5,0.7,1,1817062.0
3890,N-be75eec-150,0.4,0.6,7,1818429.0
3891,N-be75eec-150,0.3,0.6,2,1837821.0
3892,N-be75eec-150,0.5,0.6,4,1851544.0
3893,N-be75eec-150,0.5,0.8,4,1852314.0
3894,N-be75eec-150,0.5,0.7,2,1863785.0
3895,N-be75eec-150,0.5,0.6,1,1878772.0
3896,N-be75np-150,0.1,0.99,0,3075481.0
3897,N-be75np-150,0.4,0.99,1,3077408.0
3898,N-be75np-150,0.4,0.99,0,3104040.0
3899,N-be75np-150,0.2,0.99,6,3119399.0
3900,N-be75np-150,0.2,0.99,3,3156209.0
3901,N-be75np-150,0.1,0.9,5,3174932.0
3902,N-be75np-150,0.3,0.99,1,3177415.0
3903,N-be75np-150,0.1,0.9,7,3179610.0
3904,N-be75np-150,0.4,0.99,9,3197579.0
3905,N-be75np-150,0.1,0.9,2,3200094.0
3906,N-be75np-150,0.1,0.9,6,3200375.0
3907,N-be75np-150,0.2,0.99,0,3202043.0
3908,N-be75np-150,0.1,0.8,5,3211973.0
3909,N-be75np-150,0.2,0.99,2,3229584.0
3910,N-be75np-150,0.1,0.9,4,3244490.0
3911,N-be75np-150,0.5,0.99,6,3262844.0
3912,N-be75np-150,0.2,0.9,0,3264805.0
3913,N-be75np-150,0.1,0.8,2,3268632.0
3914,N-be75np-150,0.2,0.99,8,3269256.0
3915,N-be75np-150,0.1,0.99,2,3275364.0
3916,N-be75np-150,0.1,0.9,3,3286310.0
3917,N-be75np-150,0.2,0.99,1,3288864.0
3918,N-be75np-150,0.2,0.9,3,3297104.0
3919,N-be75np-150,0.1,0.7,8,3302985.0
3920,N-be75np-150,0.3,0.99,9,3307883.0
3921,N-be75np-150,0.3,0.99,8,3310927.0
3922,N-be75np-150,0.1,0.6,0,3311131.0
3923,N-be75np-150,0.3,0.9,0,3314912.0
3924,N-be75np-150,0.5,0.99,5,3327384.0
3925,N-be75np-150,0.3,0.99,0,3332424.0
3926,N-be75np-150,0.4,0.9,0,3334909.0
3927,N-be75np-150,0.3,0.99,7,3337757.0
3928,N-be75np-150,0.1,0.8,3,3340800.0
3929,N-be75np-150,0.2,0.99,9,3342513.0
3930,N-be75np-150,0.4,0.9,7,3342753.0
3931,N-be75np-150,0.1,0.9,9,3350058.0
3932,N-be75np-150,0.5,0.99,1,3356146.0
3933,N-be75np-150,0.5,0.99,3,3371933.0
3934,N-be75np-150,0.1,0.6,1,3378550.0
3935,N-be75np-150,0.3,0.99,4,3390767.0
3936,N-be75np-150,0.2,0.9,4,3396120.0
3937,N-be75np-150,0.2,0.8,1,3396941.0
3938,N-be75np-150,0.3,0.7,0,3400595.0
3939,N-be75np-150,0.3,0.8,0,3415914.0
3940,N-be75np-150,0.4,0.99,4,3418959.0
3941,N-be75np-150,0.2,0.8,3,3423012.0
3942,N-be75np-150,0.5,0.99,7,3423300.0
3943,N-be75np-150,0.1,0.6,2,3427732.0
3944,N-be75np-150,0.2,0.8,0,3428967.0
3945,N-be75np-150,0.3,0.8,1,3434995.0
3946,N-be75np-150,0.2,0.8,8,3451225.0
3947,N-be75np-150,0.2,0.7,6,3452463.0
3948,N-be75np-150,0.2,0.6,7,3452913.0
3949,N-be75np-150,0.3,0.9,1,3455989.0
3950,N-be75np-150,0.2,0.8,7,3469334.0
3951,N-be75np-150,0.2,0.6,5,3472325.0
3952,N-be75np-150,0.2,0.8,5,3476443.0
3953,N-be75np-150,0.3,0.9,9,3480494.0
3954,N-be75np-150,0.2,0.7,8,3486846.0
3955,N-be75np-150,0.3,0.9,3,3495546.0
3956,N-be75np-150,0.5,0.99,2,3499195.0
3957,N-be75np-150,0.1,0.6,3,3504563.0
3958,N-be75np-150,0.1,0.8,4,3515940.0
3959,N-be75np-150,0.3,0.7,1,3530361.0
3960,N-be75np-150,0.2,0.7,7,3530886.0
3961,N-be75np-150,0.4,0.8,5,3537114.0
3962,N-be75np-150,0.3,0.6,1,3538914.0
3963,N-be75np-150,0.4,0.9,6,3541086.0
3964,N-be75np-150,0.5,0.9,5,3553092.0
3965,N-be75np-150,0.3,0.8,9,3557952.0
3966,N-be75np-150,0.3,0.9,4,3560177.0
3967,N-be75np-150,0.3,0.8,4,3561113.0
3968,N-be75np-150,0.3,0.7,8,3565181.0
3969,N-be75np-150,0.4,0.9,1,3567358.0
3970,N-be75np-150,0.5,0.99,4,3567830.0
3971,N-be75np-150,0.3,0.9,8,3568977.0
3972,N-be75np-150,0.2,0.6,8,3584516.0
3973,N-be75np-150,0.3,0.7,7,3595752.0
3974,N-be75np-150,0.2,0.8,9,3605375.0
3975,N-be75np-150,0.3,0.8,2,3613107.0
3976,N-be75np-150,0.3,0.6,7,3620422.0
3977,N-be75np-150,0.3,0.9,6,3637752.0
3978,N-be75np-150,0.4,0.8,7,3650752.0
3979,N-be75np-150,0.2,0.6,2,3654208.0
3980,N-be75np-150,0.4,0.9,9,3660534.0
3981,N-be75np-150,0.3,0.7,9,3667329.0
3982,N-be75np-150,0.1,0.7,9,3673401.0
3983,N-be75np-150,0.5,0.8,5,3673448.0
3984,N-be75np-150,0.3,0.6,8,3676591.0
3985,N-be75np-150,0.4,0.8,6,3682185.0
3986,N-be75np-150,0.3,0.8,7,3728222.0
3987,N-be75np-150,0.5,0.9,3,3749530.0
3988,N-be75np-150,0.5,0.7,0,3757990.0
3989,N-be75np-150,0.5,0.7,7,3760937.0
3990,N-be75np-150,0.4,0.6,2,3801700.0
3991,N-be75np-150,0.5,0.7,1,3833898.0
3992,N-be75np-150,0.5,0.8,4,3844229.0
3993,N-be75np-150,0.3,0.7,3,3845864.0
3994,N-be75np-150,0.4,0.6,5,3849934.0
3995,N-be75np-150,0.4,0.6,7,3867904.0
3996,N-be75np-150,0.4,0.8,9,3879101.0
3997,N-be75np-150,0.5,0.6,7,3880337.0
3998,N-be75np-150,0.5,0.7,2,3903831.0
3999,N-be75np-150,0.4,0.6,3,3907495.0
4000,N-be75np-150,0.4,0.6,0,3922114.0
4001,N-be75np-150,0.4,0.6,1,3938765.0
4002,N-be75np-150,0.5,0.7,6,3957461.0
4003,N-be75np-150,0.5,0.6,9,3991727.0
4004,N-be75np-150,0.3,0.6,9,4023721.0
4005,N-be75np-150,0.4,0.6,4,4038897.0
4006,N-be75np-150,0.5,0.6,3,4039193.0
4007,N-be75np-150,0.5,0.7,9,4081163.0
4008,N-be75np-150,0.4,0.6,6,4088292.0
